player,season,age,team,position,games_played,games_started,minutes_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,points_per_game,per,usage_pct,true_shooting_pct,win_shares,Box_PlusMinus,value_over_replacement,delta_points_per_game,delta_rebounds_per_game,delta_assists_per_game,delta_per,delta_usage_pct,delta_true_shooting_pct,delta_Box_PlusMinus,delta_win_shares,delta_value_over_replacement,z_delta_points_per_game,z_delta_per,z_delta_usage_pct,z_delta_true_shooting_pct,z_delta_win_shares,breakout_score,breakout
Cam Reddish,2022-23,23.0,2TM,SF,40.0,20.0,24.8,2.2,1.4,1.0,0.4,9.7,10.6,17.1,0.561,0.9,-3.4,-0.4,-0.40000000000000036,0.10000000000000009,0.3999999999999999,-2.200000000000001,-5.099999999999998,0.018000000000000016,-2.0999999999999996,-0.09999999999999998,-0.6000000000000001,-0.38906047117991915,-1.1923818539884357,-1.9667366880025496,0.2854821633275084,-0.310256586850538,-0.71,0
Cam Reddish,2023-24,24.0,LAL,SF,48.0,26.0,20.5,2.1,1.0,1.0,0.3,5.4,7.7,12.7,0.504,0.6,-3.2,-0.3,-4.299999999999999,-0.10000000000000009,-0.3999999999999999,-2.8999999999999995,-4.400000000000002,-0.05700000000000005,0.19999999999999973,-0.30000000000000004,0.10000000000000003,-1.6223481452242128,-1.4922315903054213,-1.7190562473519264,-1.456197502557797,-0.4173409277972638,-1.34,0
Cam Thomas,2021-22,20.0,BRK,SG,67.0,2.0,17.6,2.4,1.2,0.5,0.1,8.5,11.7,22.1,0.519,0.8,-3.4,-0.4,,,,,,,,,,,,,,,,0
Cam Thomas,2022-23,21.0,BRK,SG,57.0,4.0,16.6,1.7,1.4,0.4,0.1,10.6,14.7,27.8,0.567,1.0,-2.7,-0.2,2.0999999999999996,-0.7,0.19999999999999996,3.0,5.699999999999999,0.04799999999999993,0.6999999999999997,0.19999999999999996,0.2,0.40150855064334634,1.0350733300806065,1.8546186820356592,0.9821540296816279,-0.14963007543044934,0.82,1
Cam Thomas,2023-24,22.0,BRK,SG,66.0,51.0,31.4,3.2,2.9,0.7,0.2,22.5,16.1,30.5,0.554,2.5,-1.2,0.4,11.9,1.5000000000000002,1.5,1.4000000000000021,2.6999999999999993,-0.0129999999999999,1.5000000000000002,1.5,0.6000000000000001,3.5005391161905473,0.3497025042132099,0.7931310792472674,-0.43441209857174856,0.5464181407232682,0.95,1
Cam Thomas,2024-25,23.0,BRK,SG,25.0,23.0,31.2,3.3,3.8,0.6,0.1,24.0,18.0,32.6,0.575,1.2,0.3,0.5,1.5,0.09999999999999964,0.8999999999999999,1.8999999999999986,2.1000000000000014,0.020999999999999908,1.5,-1.3,0.09999999999999998,0.21177198540576275,0.5638808872967701,0.5808335586895899,0.3551493499629181,-0.9527626325308927,0.15,0
Cam Whitmore,2023-24,19.0,HOU,SF,47.0,2.0,18.7,3.8,0.7,0.6,0.4,12.3,16.6,27.1,0.561,1.5,0.1,0.5,,,,,,,,,,,,,,,,0
Cam Whitmore,2024-25,20.0,HOU,SF,51.0,3.0,16.2,3.0,1.0,0.6,0.3,9.4,15.5,23.9,0.549,1.8,0.3,0.5,-2.9000000000000004,-0.7999999999999998,0.30000000000000004,-1.1000000000000014,-3.200000000000003,-0.01200000000000001,0.19999999999999998,0.30000000000000004,0.0,-1.1796294930031845,-0.7211894112046,-1.2944612062365701,-0.41118970302661373,-0.09608790495708641,-0.74,0
Cameron Johnson,2020-21,24.0,PHO,PF,60.0,11.0,24.0,3.3,1.4,0.6,0.3,9.6,11.8,17.0,0.563,2.6,-0.2,0.7,,,,,,,,,,,,,,,,0
Cason Wallace,2023-24,20.0,OKC,SG,82.0,13.0,20.6,2.3,1.5,0.9,0.5,6.8,12.0,12.9,0.612,4.0,0.1,0.9,,,,,,,,,,,,,,,,0
Cason Wallace,2024-25,21.0,OKC,SG,68.0,43.0,27.6,3.4,2.5,1.8,0.5,8.4,12.3,12.8,0.562,5.2,1.0,1.5,1.6000000000000005,1.1,1.0,0.3000000000000007,-0.09999999999999964,-0.04999999999999993,0.9,1.2000000000000002,0.6,0.24339474627869354,-0.12148993857062639,-0.19759068335523103,-1.2936407337418327,0.3857916293031797,-0.2,0
Chandler Hutchison,2020-21,24.0,2TM,SF,25.0,1.0,13.8,3.1,0.7,0.5,0.2,4.3,6.8,16.2,0.469,-0.1,-5.6,-0.3,,,,,,,,,,,,,,,,0
Charles Bassey,2022-23,22.0,SAS,C,35.0,2.0,14.5,5.5,1.4,0.5,0.9,5.7,18.8,15.6,0.658,1.3,0.7,0.3,,,,,,,,,,,,,,,,0
Chet Holmgren,2023-24,21.0,OKC,C,82.0,82.0,29.4,7.9,2.4,0.6,2.3,16.5,20.4,21.6,0.632,8.9,3.4,3.3,,,,,,,,,,,,,,,,0
Chet Holmgren,2024-25,22.0,OKC,C,32.0,32.0,27.4,8.0,2.0,0.7,2.2,15.0,19.2,22.0,0.599,3.2,2.4,1.0,-1.5,0.09999999999999964,-0.3999999999999999,-1.1999999999999993,0.3999999999999986,-0.03300000000000003,-1.0,-5.7,-2.3,-0.7369108407821559,-0.7640250878213114,-0.020676082890499728,-0.8988600094744993,-3.3086181333588596,-1.15,0
Chimezie Metu,2020-21,23.0,SAC,C,36.0,6.0,13.6,3.1,0.8,0.4,0.5,6.3,14.5,20.0,0.571,0.6,-3.6,-0.2,,,,,,,,,,,,,,,,0
Chimezie Metu,2021-22,24.0,SAC,C,60.0,20.0,21.3,5.6,1.0,0.9,0.5,8.9,13.4,18.5,0.546,1.5,-1.5,0.2,2.6000000000000005,2.4999999999999996,0.19999999999999996,-1.0999999999999996,-1.5,-0.02499999999999991,2.1,0.9,0.4,0.5596223550079997,-0.7211894112045992,-0.6929515646564806,-0.7130808451133974,0.2251651178830909,-0.27,0
Chris Duarte,2021-22,24.0,IND,SG,55.0,39.0,28.0,4.1,2.1,1.0,0.2,13.1,12.3,21.1,0.537,0.9,-2.3,-0.1,,,,,,,,,,,,,,,,0
Christian Braun,2022-23,21.0,DEN,SG,76.0,6.0,15.5,2.4,0.8,0.5,0.2,4.7,10.3,13.0,0.568,1.9,-2.4,-0.1,,,,,,,,,,,,,,,,0
Christian Braun,2023-24,22.0,DEN,SG,82.0,4.0,20.2,3.7,1.6,0.5,0.4,7.3,12.1,15.7,0.554,3.4,-1.9,0.0,2.5999999999999996,1.3000000000000003,0.8,1.799999999999999,2.6999999999999993,-0.013999999999999901,0.5,1.5,0.1,0.5596223550079994,0.5210452106800579,0.7931310792472674,-0.45763449411688595,0.5464181407232682,0.39,0
Christian Braun,2024-25,23.0,DEN,SG,79.0,77.0,33.9,5.2,2.6,1.1,0.5,15.4,16.0,15.8,0.665,8.0,0.3,1.6,8.100000000000001,1.5,1.0,3.9000000000000004,0.10000000000000142,0.11099999999999999,2.1999999999999997,4.6,1.6,2.298874203019184,1.4205944196310176,-0.1268248431693379,2.4451649490252847,2.206225425397517,1.65,1
Christian Koloko,2022-23,22.0,TOR,C,58.0,19.0,13.8,2.9,0.5,0.4,1.0,3.1,11.4,10.4,0.517,1.7,-3.5,-0.3,,,,,,,,,,,,,,,,0
Chuma Okeke,2020-21,22.0,ORL,PF,45.0,19.0,25.2,4.0,2.2,1.1,0.5,7.8,11.8,14.5,0.511,1.3,-1.5,0.1,,,,,,,,,,,,,,,,0
Chuma Okeke,2021-22,23.0,ORL,PF,70.0,20.0,25.0,5.0,1.7,1.4,0.6,8.6,12.0,16.4,0.501,2.2,-0.1,0.8,0.7999999999999998,1.0,-0.5000000000000002,0.1999999999999993,1.8999999999999986,-0.010000000000000009,1.4,0.9000000000000001,0.7000000000000001,-0.009587340704751639,-0.16432561518733932,0.5100677185036961,-0.3647449119363389,0.22516511788309096,0.04,0
Chuma Okeke,2022-23,24.0,ORL,SF,27.0,8.0,19.2,3.6,1.4,0.7,0.4,4.7,9.1,12.3,0.488,0.7,-1.6,0.1,-3.8999999999999995,-1.4,-0.30000000000000004,-2.9000000000000004,-4.099999999999998,-0.013000000000000012,-1.5,-1.5000000000000002,-0.7000000000000001,-1.4958571017324904,-1.4922315903054217,-1.6129074870730857,-0.4344120985717511,-1.0598469734776186,-1.22,0
Coby White,2020-21,20.0,CHI,PG,69.0,54.0,31.2,4.1,4.8,0.6,0.2,15.1,12.0,22.5,0.54,2.4,-2.4,-0.2,,,,,,,,,,,,,,,,0
Coby White,2021-22,21.0,CHI,PG,61.0,17.0,27.5,3.0,2.9,0.5,0.2,12.7,12.6,19.8,0.564,2.4,-2.1,0.0,-2.4000000000000004,-1.0999999999999996,-1.9,0.5999999999999996,-2.6999999999999993,0.02399999999999991,0.2999999999999998,0.0,0.2,-1.0215156886385315,0.007017091279510174,-1.117546605771837,0.4248165365983303,-0.2567144163771751,-0.39,0
Coby White,2022-23,22.0,CHI,SG,74.0,2.0,23.4,2.9,2.8,0.7,0.1,9.7,12.5,17.9,0.572,3.1,-0.8,0.5,-3.0,-0.10000000000000009,-0.10000000000000009,-0.09999999999999964,-1.9000000000000021,0.008000000000000007,1.3,0.7000000000000002,0.5,-1.2112522538761152,-0.2928326450374759,-0.8344832450282669,0.05325820787613437,0.1180807769363652,-0.43,0
Coby White,2023-24,23.0,CHI,PG,79.0,78.0,36.5,4.5,5.1,0.7,0.2,19.1,14.5,22.7,0.57,4.7,-0.7,0.9,9.400000000000002,1.6,2.3,2.0,4.800000000000001,-0.0020000000000000018,0.10000000000000009,1.6,0.4,2.709970094367282,0.606716563913483,1.5361724011991422,-0.1789657475752397,0.5999603111966312,1.05,1
Coby White,2024-25,24.0,CHI,SG,74.0,73.0,33.1,3.7,4.5,0.9,0.2,20.4,15.5,24.4,0.601,4.5,-0.9,0.7,1.2999999999999972,-0.7999999999999998,-0.5999999999999996,1.0,1.6999999999999993,0.031000000000000028,-0.20000000000000007,-0.20000000000000018,-0.20000000000000007,0.1485264636599006,0.17835979774635968,0.4393018783178036,0.5873733054142947,-0.363798757323901,0.2,0
Cody Williams,2024-25,20.0,UTA,SG,50.0,21.0,21.2,2.3,1.2,0.5,0.3,4.6,3.7,12.5,0.419,-1.2,-7.3,-1.4,,,,,,,,,,,,,,,,0
Colby Jones,2024-25,22.0,2TM,SG,39.0,0.0,13.2,2.2,1.1,0.7,0.3,4.0,11.4,13.7,0.544,0.6,-2.8,-0.1,,,,,,,,,,,,,,,,0
Cole Anthony,2020-21,20.0,ORL,PG,47.0,34.0,27.1,4.7,4.1,0.6,0.4,12.9,12.1,24.3,0.496,0.0,-3.3,-0.4,,,,,,,,,,,,,,,,0
Cole Anthony,2021-22,21.0,ORL,PG,65.0,65.0,31.7,5.4,5.7,0.7,0.3,16.3,13.5,25.1,0.519,1.6,-1.2,0.4,3.4000000000000004,0.7000000000000002,1.6000000000000005,1.4000000000000004,0.8000000000000007,0.02300000000000002,2.0999999999999996,1.6,0.8,0.8126044419914445,0.3497025042132092,0.12085559748128658,0.40159414105319546,0.5999603111966312,0.46,0
Cole Anthony,2022-23,22.0,ORL,PG,60.0,4.0,25.9,4.8,3.9,0.6,0.5,13.0,16.0,21.5,0.57,3.7,1.3,1.3,-3.3000000000000007,-0.6000000000000005,-1.8000000000000003,2.5,-3.6000000000000014,0.050999999999999934,2.5,2.1,0.9,-1.3061205364949071,0.8208949469970448,-1.4359928866083551,1.0518212163170402,0.8676711635634455,-0.0,0
Cole Anthony,2023-24,23.0,ORL,PG,81.0,0.0,22.4,3.8,2.9,0.8,0.5,11.6,14.6,23.7,0.545,3.6,0.1,1.0,-1.4000000000000004,-1.0,-1.0,-1.4000000000000004,2.1999999999999993,-0.02499999999999991,-1.2,-0.10000000000000009,-0.30000000000000004,-0.7052880799092254,-0.8496964410547366,0.6162164787825355,-0.7130808451133974,-0.31025658685053803,-0.39,0
Cole Anthony,2024-25,24.0,ORL,PG,67.0,22.0,18.4,3.0,2.9,0.7,0.5,9.4,14.2,24.6,0.531,2.0,0.1,0.7,-2.1999999999999993,-0.7999999999999998,0.0,-0.40000000000000036,0.9000000000000021,-0.014000000000000012,0.0,-1.6,-0.30000000000000004,-0.95827016689267,-0.4213396748876132,0.15623851757423346,-0.45763449411688856,-1.1133891439509813,-0.56,0
Colin Castleton,2024-25,24.0,3TM,C,26.0,4.0,16.6,4.7,1.1,0.3,0.4,4.7,11.3,13.4,0.536,0.7,-5.0,-0.3,,,,,,,,,,,,,,,,0
Collin Sexton,2020-21,22.0,CLE,SG,60.0,60.0,35.3,3.1,4.4,1.0,0.2,24.3,18.0,29.7,0.573,3.5,-0.2,1.0,,,,,,,,,,,,,,,,0
Collin Sexton,2022-23,24.0,UTA,PG,48.0,15.0,23.9,2.2,2.9,0.6,0.1,14.3,15.9,23.4,0.616,2.5,-1.3,0.2,-10.0,-0.8999999999999999,-1.5000000000000004,-2.0999999999999996,-6.300000000000001,0.04300000000000004,-1.1,-1.0,-0.8,-3.4248455149812584,-1.1495461773717226,-2.3913317291179075,0.8660420519559435,-0.792136121110804,-1.38,0
Corey Kispert,2021-22,22.0,WAS,SF,77.0,36.0,23.4,2.7,1.1,0.5,0.3,8.2,10.9,14.6,0.586,2.3,-2.3,-0.1,,,,,,,,,,,,,,,,0
Corey Kispert,2022-23,23.0,WAS,SF,74.0,45.0,28.3,2.8,1.2,0.4,0.1,11.1,11.5,14.1,0.657,3.8,-1.5,0.2,2.9000000000000004,0.09999999999999964,0.09999999999999987,0.5999999999999996,-0.5,0.07100000000000006,0.7999999999999998,1.5,0.30000000000000004,0.6544906376267915,0.007017091279510174,-0.3391223637270167,1.516269127219791,0.5464181407232682,0.48,0
Corey Kispert,2023-24,24.0,WAS,SF,80.0,22.0,25.8,2.8,2.0,0.5,0.2,13.4,12.8,19.6,0.62,2.1,-2.1,-0.1,2.3000000000000007,0.0,0.8,1.3000000000000007,5.500000000000002,-0.03700000000000003,-0.6000000000000001,-1.6999999999999997,-0.30000000000000004,0.4647540723892079,0.30686682759649697,1.7838528418497674,-0.991749591655049,-1.166931314424344,0.08,0
Craig Porter Jr.,2023-24,23.0,CLE,PG,51.0,6.0,12.7,2.1,2.3,0.4,0.3,5.6,15.4,20.2,0.564,1.5,0.5,0.4,,,,,,,,,,,,,,,,0
D'Angelo Russell,2020-21,24.0,MIN,PG,42.0,26.0,28.5,2.6,5.8,1.1,0.4,19.0,17.6,29.1,0.555,1.6,1.6,1.1,,,,,,,,,,,,,,,,0
D.J. Wilson,2020-21,24.0,2TM,PF,35.0,1.0,12.4,3.2,0.7,0.3,0.5,5.2,11.5,19.7,0.511,0.3,-3.3,-0.1,,,,,,,,,,,,,,,,0
DaQuan Jeffries,2020-21,23.0,2TM,SG,31.0,5.0,15.9,2.3,0.7,0.5,0.3,4.1,7.9,11.9,0.514,0.3,-4.7,-0.3,,,,,,,,,,,,,,,,0
Daishen Nix,2022-23,20.0,HOU,PG,57.0,7.0,16.0,1.7,2.3,0.5,0.1,4.0,5.3,15.4,0.447,-1.2,-6.5,-1.0,,,,,,,,,,,,,,,,0
Dalano Banton,2023-24,24.0,2TM,PG,54.0,9.0,19.4,3.3,2.4,0.6,0.4,10.3,13.3,25.7,0.504,0.5,-1.3,0.2,,,,,,,,,,,,,,,,0
Dalen Terry,2024-25,22.0,CHI,SG,73.0,5.0,13.5,1.7,1.3,0.6,0.2,4.5,9.6,14.9,0.546,1.1,-3.8,-0.5,,,,,,,,,,,,,,,,0
Dalton Knecht,2024-25,23.0,LAL,SF,78.0,16.0,19.2,2.8,0.8,0.3,0.1,9.1,12.7,18.5,0.594,2.7,-1.8,0.1,,,,,,,,,,,,,,,,0
Daniel Gafford,2020-21,22.0,2TM,C,54.0,11.0,14.6,4.3,0.5,0.5,1.4,7.0,22.2,16.7,0.697,3.5,2.2,0.8,,,,,,,,,,,,,,,,0
Daniel Gafford,2021-22,23.0,WAS,C,72.0,53.0,20.1,5.7,0.9,0.4,1.4,9.4,21.8,16.7,0.708,6.0,1.6,1.3,2.4000000000000004,1.4000000000000004,0.4,-0.3999999999999986,0.0,0.01100000000000001,-0.6000000000000001,2.5,0.5,0.4963768332621384,-0.4213396748876124,-0.16220776326228478,0.12292539451154659,1.0818398454568972,0.22,0
Daniel Gafford,2022-23,24.0,WAS,C,78.0,47.0,20.6,5.6,1.1,0.4,1.3,9.0,19.7,15.2,0.739,6.1,1.0,1.2,-0.40000000000000036,-0.10000000000000053,0.20000000000000007,-2.1000000000000014,-1.5,0.031000000000000028,-0.6000000000000001,0.09999999999999964,-0.10000000000000009,-0.38906047117991915,-1.1495461773717235,-0.6929515646564806,0.5873733054142947,-0.20317224590381242,-0.37,0
Dariq Whitehead,2024-25,20.0,BRK,SF,20.0,0.0,12.3,1.5,0.6,0.3,0.1,5.7,9.4,20.1,0.58,0.1,-3.7,-0.1,,,,,,,,,,,,,,,,0
Darius Bazley,2020-21,20.0,OKC,PF,55.0,55.0,31.2,7.2,1.8,0.5,0.5,13.7,9.7,22.1,0.491,-0.9,-4.4,-1.0,,,,,,,,,,,,,,,,0
Darius Bazley,2021-22,21.0,OKC,PF,69.0,53.0,27.9,6.3,1.4,0.8,1.0,10.8,12.6,18.3,0.515,1.8,-1.8,0.1,-2.8999999999999986,-0.9000000000000004,-0.40000000000000013,2.9000000000000004,-3.8000000000000007,0.02400000000000002,2.6000000000000005,2.7,1.1,-1.179629493003184,0.9922376534638943,-1.5067587267942477,0.4248165365983329,1.188924186403623,-0.02,0
Darius Bazley,2022-23,22.0,2TM,C,43.0,1.0,14.3,3.2,0.9,0.5,0.8,5.2,13.1,16.4,0.524,1.0,-1.0,0.2,-5.6000000000000005,-3.0999999999999996,-0.4999999999999999,0.5,-1.9000000000000021,0.009000000000000008,0.8,-0.8,0.1,-2.033444036572311,-0.03581858533720201,-0.8344832450282669,0.07648060342127178,-0.6850517801640782,-0.7,0
Darius Garland,2020-21,21.0,CLE,PG,54.0,50.0,33.1,2.4,6.1,1.2,0.1,17.4,14.2,24.9,0.547,1.2,-2.1,-0.1,,,,,,,,,,,,,,,,0
Darius Garland,2021-22,22.0,CLE,PG,68.0,68.0,35.7,3.3,8.6,1.3,0.1,21.7,19.0,27.8,0.576,6.3,2.6,2.8,4.300000000000001,0.8999999999999999,2.5,4.800000000000001,2.900000000000002,0.028999999999999915,4.7,5.1,2.9,1.0972092898478203,1.8061155091814287,0.8638969194331613,0.5409285143240173,2.4739362777643317,1.36,1
Darius Garland,2022-23,23.0,CLE,PG,69.0,69.0,35.5,2.7,7.8,1.2,0.1,21.6,18.8,26.9,0.587,7.6,2.4,2.7,-0.09999999999999787,-0.5999999999999996,-0.7999999999999998,-0.1999999999999993,-0.9000000000000021,0.01100000000000001,-0.20000000000000018,1.2999999999999998,-0.09999999999999964,-0.2941921885611265,-0.3356683216541881,-0.480654044098803,0.12292539451154659,0.43933379977654236,-0.11,0
Darius Garland,2023-24,24.0,CLE,PG,57.0,57.0,33.4,2.7,6.5,1.3,0.1,18.0,14.5,25.3,0.56,2.7,-1.0,0.5,-3.6000000000000014,0.0,-1.2999999999999998,-4.300000000000001,-1.5999999999999979,-0.026999999999999913,-3.4,-4.8999999999999995,-2.2,-1.4009888191136992,-2.091931062939395,-0.7283344847494262,-0.7595256362036723,-2.880280769571956,-1.57,0
David Duke Jr.,2021-22,22.0,BRK,PG,22.0,7.0,15.5,3.0,0.8,0.6,0.3,4.7,10.0,15.9,0.444,0.3,-3.9,-0.2,,,,,,,,,,,,,,,,0
David Roddy,2022-23,21.0,MEM,PF,70.0,4.0,18.0,2.8,0.8,0.4,0.3,6.7,8.8,16.7,0.519,1.1,-3.9,-0.6,,,,,,,,,,,,,,,,0
David Roddy,2023-24,22.0,2TM,PF,65.0,13.0,18.1,3.2,1.2,0.4,0.2,6.5,8.7,18.1,0.484,0.1,-5.0,-0.9,-0.20000000000000018,0.40000000000000036,0.3999999999999999,-0.10000000000000142,1.4000000000000021,-0.03500000000000003,-1.1,-1.0,-0.30000000000000004,-0.32581494943405787,-0.29283264503747664,0.3331531180389654,-0.9453048005647742,-0.792136121110804,-0.4,0
David Roddy,2024-25,23.0,3TM,PF,33.0,3.0,12.4,2.5,1.1,0.4,0.3,4.6,11.9,16.0,0.561,0.5,-1.5,0.1,-1.9000000000000004,-0.7000000000000002,-0.09999999999999987,3.200000000000001,-2.1000000000000014,0.07700000000000007,3.5,0.4,1.0,-0.8634018842738784,1.1207446833140315,-0.9052490852141595,1.6556035004906156,-0.04254573448372354,0.19,0
Davion Mitchell,2021-22,23.0,SAC,PG,75.0,19.0,27.7,2.2,4.2,0.7,0.3,11.5,10.8,20.6,0.489,0.1,-3.8,-0.9,,,,,,,,,,,,,,,,0
Davion Mitchell,2022-23,24.0,SAC,PG,80.0,9.0,18.1,1.3,2.3,0.6,0.2,5.6,9.4,14.1,0.545,1.5,-2.8,-0.3,-5.9,-0.9000000000000001,-1.9000000000000004,-1.4000000000000004,-6.500000000000002,0.05600000000000005,1.0,1.4,0.6000000000000001,-2.128312319191103,-0.8496964410547366,-2.4620975693038005,1.1679331940427298,0.49287597024990526,-0.76,0
Day'Ron Sharpe,2021-22,20.0,BRK,PF,32.0,8.0,12.2,5.0,0.5,0.3,0.5,6.2,20.7,21.7,0.593,1.2,-2.8,-0.1,,,,,,,,,,,,,,,,0
Day'Ron Sharpe,2023-24,22.0,BRK,C,61.0,1.0,15.1,6.4,1.4,0.4,0.7,6.8,20.0,19.7,0.596,2.9,0.0,0.5,0.5999999999999996,1.4000000000000004,0.8999999999999999,-0.6999999999999993,-2.0,0.0030000000000000027,2.8,1.7,0.6,-0.07283286245061293,-0.5498467047377498,-0.8698661651212125,-0.06285376984955267,0.6535024816699939,-0.18,0
Day'Ron Sharpe,2024-25,23.0,BRK,C,50.0,2.0,18.2,6.6,1.8,0.8,0.8,7.9,19.7,19.9,0.568,2.7,0.9,0.7,1.1000000000000005,0.1999999999999993,0.40000000000000013,-0.3000000000000007,0.1999999999999993,-0.028000000000000025,0.9,-0.19999999999999973,0.19999999999999996,0.08528094191404044,-0.37850399827090103,-0.09144192307639225,-0.7827480317488122,-0.3637987573239007,-0.31,0
De'Aaron Fox,2020-21,23.0,SAC,PG,58.0,58.0,35.1,3.5,7.2,1.5,0.5,25.2,20.7,31.0,0.565,4.2,1.8,2.0,,,,,,,,,,,,,,,,0
De'Aaron Fox,2021-22,24.0,SAC,PG,59.0,59.0,35.3,3.9,5.6,1.2,0.4,23.2,17.4,29.1,0.549,2.5,-0.6,0.7,-2.0,0.3999999999999999,-1.6000000000000005,-3.3000000000000007,-1.8999999999999986,-0.015999999999999903,-2.4,-1.7000000000000002,-1.3,-0.8950246451468089,-1.663574296772271,-0.8344832450282657,-0.5040792852071607,-1.1669313144243443,-1.01,0
De'Andre Hunter,2020-21,23.0,ATL,SF,23.0,19.0,29.5,4.8,1.9,0.8,0.5,15.0,15.7,20.2,0.603,1.7,1.2,0.5,,,,,,,,,,,,,,,,0
De'Andre Hunter,2021-22,24.0,ATL,SF,53.0,52.0,29.8,3.3,1.3,0.7,0.4,13.4,10.6,19.9,0.547,1.1,-3.9,-0.8,-1.5999999999999996,-1.5,-0.5999999999999999,-5.1,-0.3000000000000007,-0.05599999999999994,-5.1,-0.5999999999999999,-1.3,-0.7685336016550863,-2.434616475873093,-0.2683565235411242,-1.432975107012657,-0.5779674392173524,-1.1,0
De'Anthony Melton,2020-21,22.0,MEM,PG,52.0,1.0,20.1,3.1,2.5,1.2,0.6,9.1,15.2,19.5,0.568,2.2,2.3,1.1,,,,,,,,,,,,,,,,0
De'Anthony Melton,2021-22,23.0,MEM,SG,73.0,15.0,22.7,4.5,2.7,1.4,0.5,10.8,15.2,21.3,0.529,3.7,1.9,1.6,1.700000000000001,1.4,0.20000000000000018,0.0,1.8000000000000007,-0.038999999999999924,-0.3999999999999999,1.5,0.5,0.2750175071516243,-0.2499969684207637,0.47468479841075045,-1.0381943827453213,0.5464181407232682,0.0,0
De'Anthony Melton,2022-23,24.0,PHI,SG,77.0,58.0,27.9,4.1,2.6,1.6,0.5,10.1,12.7,16.4,0.566,4.2,0.9,1.6,-0.7000000000000011,-0.40000000000000036,-0.10000000000000009,-2.5,-4.900000000000002,0.03699999999999992,-0.9999999999999999,0.5,0.0,-0.48392875379871125,-1.3208888838385722,-1.8959708478166584,0.7267076786851165,0.010996435989639336,-0.59,0
Dean Wade,2020-21,24.0,CLE,PF,63.0,19.0,19.2,3.4,1.2,0.6,0.3,6.0,11.3,12.9,0.573,2.0,-1.3,0.2,,,,,,,,,,,,,,,,0
Deandre Ayton,2020-21,22.0,PHO,C,69.0,69.0,30.7,10.5,1.4,0.6,1.2,14.4,20.3,18.2,0.653,8.4,1.2,1.7,,,,,,,,,,,,,,,,0
Deandre Ayton,2021-22,23.0,PHO,C,58.0,58.0,29.5,10.2,1.4,0.7,0.7,17.2,21.9,21.4,0.656,7.3,2.8,2.1,2.799999999999999,-0.3000000000000007,0.0,1.5999999999999979,3.1999999999999993,0.0030000000000000027,1.5999999999999999,-1.1000000000000005,0.40000000000000013,0.6228678767538605,0.4353738574466328,0.9700456797119994,-0.06285376984955267,-0.8456782915841672,0.22,0
Deandre Ayton,2022-23,24.0,PHO,C,67.0,67.0,30.4,10.0,1.7,0.6,0.8,18.0,19.9,22.9,0.617,6.2,0.9,1.5,0.8000000000000007,-0.1999999999999993,0.30000000000000004,-2.0,1.5,-0.039000000000000035,-1.9,-1.0999999999999996,-0.6000000000000001,-0.00958734070475136,-1.1067105007550104,0.36853603813191105,-1.0381943827453237,-0.8456782915841666,-0.53,0
Dejounte Murray,2020-21,24.0,SAS,PG,67.0,67.0,31.9,7.1,5.4,1.5,0.1,15.7,16.5,23.4,0.509,3.3,0.8,1.5,,,,,,,,,,,,,,,,0
Deni Avdija,2020-21,20.0,WAS,SF,54.0,32.0,23.3,4.9,1.2,0.6,0.3,6.3,7.6,12.0,0.515,1.2,-3.1,-0.4,,,,,,,,,,,,,,,,0
Deni Avdija,2021-22,21.0,WAS,SF,82.0,8.0,24.2,5.2,2.0,0.7,0.5,8.4,11.6,16.3,0.536,2.4,-1.7,0.1,2.1000000000000005,0.2999999999999998,0.8,4.0,4.300000000000001,0.02100000000000002,1.4000000000000001,1.2,0.5,0.4015085506433466,1.4634300962477298,1.3592578007344103,0.35514934996292064,0.3857916293031795,0.79,1
Deni Avdija,2022-23,22.0,WAS,SF,76.0,40.0,26.6,6.4,2.8,0.9,0.4,9.2,11.2,16.7,0.535,2.3,-2.3,-0.1,0.7999999999999989,1.2000000000000002,0.7999999999999998,-0.40000000000000036,0.3999999999999986,-0.0010000000000000009,-0.5999999999999999,-0.10000000000000009,-0.2,-0.00958734070475192,-0.4213396748876132,-0.020676082890499728,-0.15574335203010228,-0.31025658685053803,-0.18,0
Deni Avdija,2023-24,23.0,WAS,SF,75.0,75.0,30.1,7.2,3.8,0.8,0.5,14.7,14.9,20.2,0.597,3.2,-0.9,0.6,5.5,0.7999999999999998,1.0,3.700000000000001,3.5,0.061999999999999944,1.4,0.9000000000000004,0.7,1.4766824203229876,1.3349230663975933,1.0761944399908387,1.3072675673135516,0.22516511788309107,1.08,1
Deni Avdija,2024-25,24.0,POR,SF,72.0,54.0,30.0,7.3,3.9,1.0,0.5,16.9,17.7,23.2,0.605,5.6,2.1,2.2,2.1999999999999993,0.09999999999999964,0.10000000000000009,2.799999999999999,3.0,0.008000000000000007,3.0,2.3999999999999995,1.6,0.4331313115162768,0.9494019768471813,0.8992798395261069,0.05325820787613437,1.028297674983534,0.67,1
Dennis Smith Jr.,2020-21,23.0,2TM,PG,23.0,9.0,18.3,2.4,3.3,1.0,0.6,6.7,13.6,19.0,0.492,0.6,0.4,0.3,,,,,,,,,,,,,,,,0
